Optional module pokerkit_wrapper was not importable: No module named 'pokerkit'
Training nfsp_iqn_mean_var_05 | seed=42 | 3,000,000 episodes
nfsp_iqn_mean_var_05:  58%|█████▊    | 1741973/3000000 [4:53:01<3:01:01, 115.82ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1742211/3000000 [4:53:03<3:00:46, 115.96ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1742445/3000000 [4:53:05<3:00:48, 115.92ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1742679/3000000 [4:53:07<3:00:45, 115.93ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1742916/3000000 [4:53:09<3:00:31, 116.06ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1743154/3000000 [4:53:11<3:00:18, 116.18ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1743390/3000000 [4:53:13<3:00:09, 116.25ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1743624/3000000 [4:53:15<3:00:13, 116.19ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1743860/3000000 [4:53:17<3:00:04, 116.26ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1744098/3000000 [4:53:19<2:59:52, 116.37ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1744337/3000000 [4:53:21<2:59:37, 116.51ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1744574/3000000 [4:53:23<2:59:27, 116.59ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1744810/3000000 [4:53:25<2:59:21, 116.64ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1745047/3000000 [4:53:27<2:59:12, 116.71ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1745283/3000000 [4:53:29<2:59:05, 116.77ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1745520/3000000 [4:53:31<2:58:55, 116.85ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1745757/3000000 [4:53:34<2:58:48, 116.91ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1745993/3000000 [4:53:36<2:58:41, 116.96ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1746228/3000000 [4:53:38<2:58:52, 116.82ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1746463/3000000 [4:53:40<2:58:53, 116.79ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1746700/3000000 [4:53:42<2:58:44, 116.86ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1746938/3000000 [4:53:44<2:58:34, 116.95ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1747174/3000000 [4:53:46<2:58:28, 116.99ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1747410/3000000 [4:53:48<2:58:22, 117.04ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1747647/3000000 [4:53:50<2:58:15, 117.10ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1747889/3000000 [4:53:52<2:57:56, 117.28ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1748125/3000000 [4:53:54<2:57:51, 117.31ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1748361/3000000 [4:53:56<2:57:49, 117.31ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1748599/3000000 [4:53:58<2:57:41, 117.38ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1748835/3000000 [4:54:00<2:57:48, 117.28ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1749070/3000000 [4:54:02<2:57:53, 117.20ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1749307/3000000 [4:54:04<2:57:46, 117.25ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1749542/3000000 [4:54:06<2:57:59, 117.09ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1749777/3000000 [4:54:08<2:57:55, 117.11ep/s]
                                                                                    
[Ep 1,750,000/3,000,000] avg_reward=  0.038 | exploit=  2.1065 | br_loss= 0.4486 | avg_pol= 0.4147 | eps/s=  116.2 | 294.2m

nfsp_iqn_mean_var_05:  58%|█████▊    | 1749777/3000000 [4:54:10<2:57:55, 117.11ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 1,750,000: 2.099248

nfsp_iqn_mean_var_05:  58%|█████▊    | 1749777/3000000 [4:54:11<2:57:55, 117.11ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1750012/3000000 [4:54:11<3:02:14, 114.31ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1750250/3000000 [4:54:13<3:01:51, 114.53ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1750486/3000000 [4:54:15<3:01:34, 114.69ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1750723/3000000 [4:54:17<3:01:16, 114.86ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1750956/3000000 [4:54:19<3:01:07, 114.94ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1751190/3000000 [4:54:21<3:00:56, 115.03ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1751422/3000000 [4:54:23<3:00:54, 115.03ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1751661/3000000 [4:54:25<3:00:33, 115.23ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1751899/3000000 [4:54:27<3:00:14, 115.41ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1752138/3000000 [4:54:29<2:59:54, 115.60ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1752376/3000000 [4:54:31<2:59:37, 115.76ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1752613/3000000 [4:54:33<2:59:25, 115.87ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1752850/3000000 [4:54:35<2:59:11, 115.99ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1753088/3000000 [4:54:37<2:58:57, 116.13ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1753326/3000000 [4:54:39<2:58:43, 116.26ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1753564/3000000 [4:54:41<2:58:28, 116.39ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1753803/3000000 [4:54:43<2:58:13, 116.53ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1754038/3000000 [4:54:45<2:58:18, 116.46ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1754279/3000000 [4:54:47<2:57:59, 116.65ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1754518/3000000 [4:54:49<2:57:45, 116.77ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1754756/3000000 [4:54:51<2:57:33, 116.88ep/s]
nfsp_iqn_mean_var_05:  58%|█████▊    | 1754993/3000000 [4:54:53<2:57:25, 116.95ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1755229/3000000 [4:54:55<2:57:19, 117.00ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1755466/3000000 [4:54:57<2:57:10, 117.07ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1755701/3000000 [4:54:59<2:57:06, 117.09ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1755939/3000000 [4:55:01<2:56:56, 117.18ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1756177/3000000 [4:55:03<2:56:46, 117.27ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1756413/3000000 [4:55:05<2:57:02, 117.07ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1756648/3000000 [4:55:07<2:57:17, 116.89ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1756886/3000000 [4:55:09<2:57:06, 116.98ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1757123/3000000 [4:55:11<2:56:58, 117.05ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1757360/3000000 [4:55:13<2:56:50, 117.11ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1757598/3000000 [4:55:15<2:56:40, 117.20ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1757836/3000000 [4:55:17<2:56:30, 117.29ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1758078/3000000 [4:55:19<2:56:12, 117.47ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1758316/3000000 [4:55:21<2:56:03, 117.54ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1758554/3000000 [4:55:23<2:55:56, 117.60ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1758791/3000000 [4:55:25<2:55:51, 117.63ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1759027/3000000 [4:55:27<2:55:54, 117.58ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1759263/3000000 [4:55:29<2:56:01, 117.47ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1759501/3000000 [4:55:31<2:55:54, 117.53ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1759737/3000000 [4:55:33<2:55:53, 117.52ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1759973/3000000 [4:55:35<2:55:50, 117.53ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 1,760,000: 2.107922

nfsp_iqn_mean_var_05:  59%|█████▊    | 1759973/3000000 [4:55:36<2:55:50, 117.53ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1760209/3000000 [4:55:38<3:00:08, 114.71ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1760444/3000000 [4:55:40<2:59:53, 114.84ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1760678/3000000 [4:55:42<2:59:42, 114.94ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1760914/3000000 [4:55:44<2:59:26, 115.08ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1761148/3000000 [4:55:46<2:59:16, 115.17ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1761384/3000000 [4:55:48<2:59:03, 115.29ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1761617/3000000 [4:55:50<2:59:09, 115.20ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1761850/3000000 [4:55:52<2:59:02, 115.26ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1762087/3000000 [4:55:54<2:58:47, 115.40ep/s]
nfsp_iqn_mean_var_05:  59%|█████▊    | 1762321/3000000 [4:55:56<2:58:38, 115.47ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1762554/3000000 [4:55:58<2:58:33, 115.51ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1762788/3000000 [4:56:00<2:58:25, 115.57ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1763024/3000000 [4:56:02<2:58:13, 115.67ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1763257/3000000 [4:56:04<2:58:14, 115.65ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1763490/3000000 [4:56:06<2:58:12, 115.64ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1763726/3000000 [4:56:08<2:58:01, 115.74ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1763961/3000000 [4:56:10<2:57:53, 115.81ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1764194/3000000 [4:56:12<2:58:03, 115.68ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1764433/3000000 [4:56:14<2:57:45, 115.85ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1764670/3000000 [4:56:16<2:57:33, 115.96ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1764908/3000000 [4:56:18<2:57:19, 116.08ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1765144/3000000 [4:56:20<2:57:09, 116.17ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1765381/3000000 [4:56:22<2:56:58, 116.27ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1765619/3000000 [4:56:24<2:56:45, 116.39ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1765857/3000000 [4:56:26<2:56:32, 116.51ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1766093/3000000 [4:56:28<2:56:25, 116.56ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1766329/3000000 [4:56:30<2:56:19, 116.61ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1766564/3000000 [4:56:32<2:56:14, 116.64ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1766798/3000000 [4:56:34<2:56:24, 116.51ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1767033/3000000 [4:56:36<2:56:18, 116.55ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1767268/3000000 [4:56:38<2:56:13, 116.59ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1767504/3000000 [4:56:40<2:56:07, 116.63ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1767741/3000000 [4:56:42<2:55:57, 116.72ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1767982/3000000 [4:56:44<2:55:39, 116.90ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1768218/3000000 [4:56:46<2:55:34, 116.93ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1768455/3000000 [4:56:48<2:55:26, 117.00ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1768691/3000000 [4:56:51<2:55:20, 117.03ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1768928/3000000 [4:56:53<2:55:14, 117.09ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1769163/3000000 [4:56:55<2:55:13, 117.07ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1769398/3000000 [4:56:57<2:55:23, 116.94ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1769633/3000000 [4:56:59<2:55:24, 116.91ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1769870/3000000 [4:57:01<2:55:15, 116.98ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 1,770,000: 2.134470

nfsp_iqn_mean_var_05:  59%|█████▉    | 1769870/3000000 [4:57:03<2:55:15, 116.98ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1770105/3000000 [4:57:04<2:59:22, 114.27ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1770336/3000000 [4:57:06<2:59:21, 114.26ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1770572/3000000 [4:57:08<2:59:03, 114.44ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1770809/3000000 [4:57:10<2:58:44, 114.62ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1771045/3000000 [4:57:12<2:58:27, 114.78ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1771284/3000000 [4:57:14<2:58:05, 114.99ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1771521/3000000 [4:57:16<2:57:49, 115.14ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1771760/3000000 [4:57:18<2:57:29, 115.33ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1771995/3000000 [4:57:20<2:57:19, 115.42ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1772228/3000000 [4:57:22<2:57:20, 115.38ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1772465/3000000 [4:57:24<2:57:04, 115.54ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1772705/3000000 [4:57:26<2:56:44, 115.73ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1772943/3000000 [4:57:28<2:56:29, 115.87ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1773181/3000000 [4:57:30<2:56:13, 116.02ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1773420/3000000 [4:57:32<2:55:56, 116.19ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1773659/3000000 [4:57:34<2:55:42, 116.33ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1773896/3000000 [4:57:36<2:55:32, 116.41ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1774131/3000000 [4:57:38<2:55:25, 116.46ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1774368/3000000 [4:57:40<2:55:15, 116.55ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1774602/3000000 [4:57:42<2:55:14, 116.54ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1774836/3000000 [4:57:44<2:55:11, 116.55ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1775072/3000000 [4:57:46<2:55:04, 116.61ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1775309/3000000 [4:57:48<2:54:55, 116.69ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1775545/3000000 [4:57:50<2:54:49, 116.74ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1775782/3000000 [4:57:52<2:54:39, 116.82ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1776020/3000000 [4:57:54<2:54:29, 116.91ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1776256/3000000 [4:57:56<2:54:23, 116.96ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1776491/3000000 [4:57:58<2:54:18, 116.98ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1776727/3000000 [4:58:00<2:54:12, 117.03ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1776964/3000000 [4:58:02<2:54:04, 117.10ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1777199/3000000 [4:58:04<2:54:03, 117.08ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1777434/3000000 [4:58:06<2:54:30, 116.77ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1777669/3000000 [4:58:08<2:54:26, 116.78ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1777908/3000000 [4:58:10<2:54:13, 116.90ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1778148/3000000 [4:58:12<2:53:58, 117.05ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1778385/3000000 [4:58:14<2:53:52, 117.10ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1778623/3000000 [4:58:16<2:53:42, 117.18ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1778860/3000000 [4:58:18<2:53:35, 117.24ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1779095/3000000 [4:58:20<2:53:33, 117.25ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1779332/3000000 [4:58:22<2:53:27, 117.29ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1779571/3000000 [4:58:24<2:53:17, 117.38ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1779807/3000000 [4:58:26<2:53:14, 117.39ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 1,780,000: 2.131194

nfsp_iqn_mean_var_05:  59%|█████▉    | 1779807/3000000 [4:58:29<2:53:14, 117.39ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1780043/3000000 [4:58:29<2:57:34, 114.50ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1780280/3000000 [4:58:31<2:57:16, 114.68ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1780516/3000000 [4:58:33<2:57:00, 114.82ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1780754/3000000 [4:58:35<2:56:41, 115.01ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1780990/3000000 [4:58:37<2:56:26, 115.15ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1781225/3000000 [4:58:39<2:56:15, 115.25ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1781462/3000000 [4:58:41<2:55:59, 115.40ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1781700/3000000 [4:58:43<2:55:43, 115.55ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1781938/3000000 [4:58:45<2:55:27, 115.70ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1782175/3000000 [4:58:47<2:55:13, 115.83ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1782409/3000000 [4:58:49<2:55:15, 115.79ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1782644/3000000 [4:58:51<2:55:06, 115.87ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1782880/3000000 [4:58:53<2:54:55, 115.97ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1783115/3000000 [4:58:55<2:54:47, 116.03ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1783353/3000000 [4:58:57<2:54:34, 116.15ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1783590/3000000 [4:58:59<2:54:23, 116.25ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1783829/3000000 [4:59:01<2:54:08, 116.40ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1784067/3000000 [4:59:03<2:53:56, 116.51ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1784301/3000000 [4:59:05<2:53:52, 116.53ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1784535/3000000 [4:59:07<2:53:56, 116.46ep/s]
nfsp_iqn_mean_var_05:  59%|█████▉    | 1784773/3000000 [4:59:09<2:53:45, 116.57ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1785007/3000000 [4:59:11<2:53:51, 116.48ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1785244/3000000 [4:59:13<2:53:42, 116.56ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1785482/3000000 [4:59:15<2:53:31, 116.65ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1785718/3000000 [4:59:17<2:53:23, 116.72ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1785955/3000000 [4:59:19<2:53:14, 116.80ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1786193/3000000 [4:59:21<2:53:04, 116.89ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1786431/3000000 [4:59:23<2:52:53, 116.98ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1786670/3000000 [4:59:25<2:52:42, 117.09ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1786907/3000000 [4:59:27<2:52:34, 117.16ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1787144/3000000 [4:59:29<2:52:28, 117.20ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1787381/3000000 [4:59:31<2:52:20, 117.27ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1787616/3000000 [4:59:33<2:52:29, 117.14ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1787851/3000000 [4:59:35<2:52:27, 117.14ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1788086/3000000 [4:59:37<2:52:25, 117.14ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1788321/3000000 [4:59:39<2:52:22, 117.16ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1788556/3000000 [4:59:41<2:52:19, 117.17ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1788791/3000000 [4:59:43<2:52:20, 117.13ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1789026/3000000 [4:59:45<2:52:21, 117.09ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1789261/3000000 [4:59:47<2:52:22, 117.06ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1789496/3000000 [4:59:49<2:52:18, 117.08ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1789731/3000000 [4:59:51<2:52:15, 117.10ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1789966/3000000 [4:59:53<2:52:20, 117.02ep/s]
                                                                                    
  >>> EXPLOITABILITY @ ep 1,790,000: 2.100475

nfsp_iqn_mean_var_05:  60%|█████▉    | 1789966/3000000 [4:59:55<2:52:20, 117.02ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1790201/3000000 [4:59:56<2:57:02, 113.89ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1790432/3000000 [4:59:59<2:57:56, 113.30ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1790661/3000000 [5:00:01<2:59:17, 112.42ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1790894/3000000 [5:00:03<2:58:57, 112.60ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1791124/3000000 [5:00:05<2:58:46, 112.70ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1791353/3000000 [5:00:07<2:58:37, 112.77ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1791587/3000000 [5:00:09<2:58:16, 112.98ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1791822/3000000 [5:00:11<2:57:55, 113.17ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1792057/3000000 [5:00:13<2:57:35, 113.36ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1792292/3000000 [5:00:15<2:57:16, 113.55ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1792523/3000000 [5:00:17<2:57:06, 113.63ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1792752/3000000 [5:00:19<2:57:03, 113.64ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1792983/3000000 [5:00:21<2:56:53, 113.72ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1793219/3000000 [5:00:23<2:56:34, 113.91ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1793457/3000000 [5:00:25<2:56:09, 114.15ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1793693/3000000 [5:00:27<2:55:52, 114.32ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1793926/3000000 [5:00:29<2:55:41, 114.42ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1794160/3000000 [5:00:31<2:55:28, 114.53ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1794394/3000000 [5:00:33<2:55:17, 114.63ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1794627/3000000 [5:00:35<2:55:07, 114.72ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1794858/3000000 [5:00:37<2:55:03, 114.74ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1795093/3000000 [5:00:39<2:54:49, 114.86ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1795328/3000000 [5:00:41<2:54:36, 114.99ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1795559/3000000 [5:00:43<2:54:37, 114.95ep/s]
nfsp_iqn_mean_var_05:  60%|█████▉    | 1795790/3000000 [5:00:45<2:54:35, 114.95ep/s]
